Date,3_2,20_7,7_8,15_7,23_3,2_9,34_2,37_6,45_9,49_7,5_9,8_8,9_2,23_8,29_1,33_1,40_9,41_6,45_3,45_7
20240109,1,1,0,0,1,2,1,1,2,0,1,0,1,1,2,0,1,0,1,2
20240111,0,0,2,1,0,1,0,0,0,0,2,0,2,1,1,1,0,0,1,2
20240114,0,1,0,0,0,0,0,1,0,2,0,1,1,1,0,1,0,1,1,0
20240116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
20240118,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0
20240121,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1
20240123,0,0,2,1,2,0,0,1,2,2,2,2,0,2,0,1,0,1,1,0
20240125,0,0,2,1,1,0,1,0,1,0,3,0,1,1,0,0,0,1,0,1
20240128,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
20240130,0,1,1,1,1,0,0,1,0,1,0,2,1,0,0,0,0,1,1,0
20240201,1,0,0,0,1,1,2,0,1,0,0,1,1,1,0,1,2,0,1,2
20240204,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2
20240206,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2,0
20240218,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1
20240220,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0
20240222,2,2,0,0,0,0,2,1,0,0,1,1,0,1,1,0,0,0,0,1
20240225,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,1,0,0,1
20240227,1,1,0,0,0,2,1,2,0,0,1,0,0,2,0,2,0,0,0,1
20240229,0,0,1,0,1,1,1,0,1,1,1,2,1,0,0,0,1,1,0,2
20240303,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
20240305,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1
20240307,1,0,0,1,1,1,2,0,1,1,0,0,1,2,1,0,0,1,0,0
20240310,0,0,0,2,0,1,1,0,0,0,1,0,0,2,0,0,0,0,1,0
20240312,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0
20240314,1,1,0,1,0,2,1,1,0,0,1,1,1,0,0,1,1,1,1,0
20240317,2,2,0,0,1,0,1,0,2,0,0,0,0,3,2,0,1,1,1,0
20240319,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
20240321,1,1,1,2,0,2,0,1,0,1,0,1,0,1,1,2,1,2,0,0
20240324,0,2,0,2,0,0,1,0,1,3,0,2,0,0,1,0,1,2,0,1
20240326,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1
20240328,1,0,0,3,0,0,0,2,2,1,0,0,0,0,0,1,0,0,1,0
20240331,0,0,0,0,1,2,1,2,0,0,1,0,1,1,0,0,0,1,0,1
20240402,1,0,0,0,0,0,1,1,1,0,2,0,0,0,1,0,2,1,0,0
