Date,3_2,15_7,2_9,7_8,20_7,5_9,23_3,23_8,37_6,45_3,45_7,45_9,49_7,9_2,10_9,29_1,33_1,34_2,42_9,49_9
20240111,0,1,1,2,0,2,0,1,0,1,2,0,0,2,1,1,1,0,1,0
20240114,0,0,0,0,1,0,0,1,1,1,0,0,2,1,0,0,1,0,0,0
20240116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
20240118,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1
20240121,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
20240123,0,1,0,2,0,2,2,2,1,1,0,2,2,0,2,0,1,0,0,1
20240125,0,1,0,2,0,3,1,1,0,0,1,1,0,1,1,0,0,1,0,0
20240128,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,1,0,1,1
20240130,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0
20240201,1,0,1,0,0,0,1,1,0,1,2,1,0,1,1,0,1,2,0,0
20240204,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,1,0
20240206,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0
20240218,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,2
20240220,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,1,0,0,0,0
20240222,2,0,0,0,2,1,0,1,1,0,1,0,0,0,0,1,0,2,1,0
20240225,0,0,2,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,2
20240227,1,0,2,0,1,1,0,2,2,0,1,0,0,0,0,0,2,1,0,0
20240229,0,0,1,1,0,1,1,0,0,0,2,1,1,1,3,0,0,1,1,2
20240303,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
20240305,0,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,2
20240307,1,1,1,0,0,0,1,2,0,0,0,1,1,1,0,1,0,2,1,0
20240310,0,2,1,0,0,1,0,2,0,1,0,0,0,0,1,0,0,1,0,0
20240312,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
20240314,1,1,2,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
20240317,2,0,0,0,2,0,1,3,0,1,0,2,0,0,2,2,0,1,0,0
20240319,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
20240321,1,2,2,1,1,0,0,1,1,0,0,0,1,0,1,1,2,0,1,1
20240324,0,2,0,0,2,0,0,0,0,0,1,1,3,0,0,1,0,1,1,1
20240326,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2,0,2,0,0,1
20240328,1,3,0,0,0,0,0,0,2,1,0,2,1,0,2,0,1,0,1,0
20240331,0,0,2,0,0,1,1,1,2,0,1,0,0,1,0,0,0,1,2,1
20240402,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,1
20240404,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2,1,1,0,0
