row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56
1_1,4,9,13,17,22,29,94,33,25,31,13,30,5,4,4,5,7,
1_2,4,6,12,16,22,28,88,32,24,28,16,28,2,6,4,6,6,
1_3,3,5,11,15,23,28,85,31,25,28,18,26,2,6,4,8,5,
1_4,3,8,12,18,24,28,93,31,25,32,16,30,5,4,6,6,4,
1_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
1_6,3,11,11,21,25,30,101,33,27,36,14,32,8,0,10,4,5,
1_7,7,13,15,20,24,30,109,37,23,37,11,35,6,2,5,4,6,
1_8,5,11,12,18,25,30,101,35,25,36,14,30,6,1,6,7,5,
1_9,3,9,10,18,26,29,95,32,26,35,17,28,6,1,8,8,3,
1_10,1,7,11,18,25,30,92,31,29,32,18,29,6,4,7,7,5,
2_1,3,7,10,16,23,26,85,29,23,30,16,26,4,3,6,7,3,
2_2,6,12,17,22,28,29,114,35,23,40,16,39,6,5,5,6,1,
2_3,2,7,10,15,23,26,83,28,24,30,16,25,5,3,5,8,3,
2_4,4,9,12,17,25,28,95,32,24,34,16,29,5,3,5,8,3,
2_5,4,9,13,19,24,29,98,33,25,33,15,32,5,4,6,5,5,
2_6,1,7,7,16,22,32,85,33,31,29,15,23,6,0,9,6,10,
2_7,2,8,10,13,23,30,86,32,28,31,15,23,6,2,3,10,7,
2_8,3,7,9,15,23,31,88,34,28,30,16,24,4,2,6,8,8,
2_9,3,8,11,16,23,31,92,34,28,31,15,27,5,3,5,7,8,
2_10,3,9,12,17,22,29,92,32,26,31,13,29,6,3,5,5,7,
3_1,5,11,12,18,24,28,98,33,23,35,13,30,6,1,6,6,4,
3_2,5,11,17,21,26,31,111,36,26,37,15,38,6,6,4,5,5,
3_3,5,10,15,19,26,29,104,34,24,36,16,34,5,5,4,7,3,
3_4,4,10,14,18,25,29,100,33,25,35,15,32,6,4,4,7,4,
3_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
3_6,4,9,9,15,24,33,94,37,29,33,15,24,5,0,6,9,9,
3_7,6,15,17,20,22,32,112,38,26,37,7,37,9,2,3,2,10,
3_8,6,12,14,17,21,31,101,37,25,33,9,31,6,2,3,4,10,
3_9,6,13,15,19,23,31,107,37,25,36,10,34,7,2,4,4,8,
3_10,5,10,13,18,22,30,98,35,25,32,12,31,5,3,5,4,8,
4_1,3,8,10,16,25,28,90,31,25,33,17,26,5,2,6,9,3,
4_2,4,11,14,20,26,28,103,32,24,37,15,34,7,3,6,6,2,
4_3,3,7,10,15,25,27,87,30,24,32,18,25,4,3,5,10,2,
4_4,4,9,12,17,26,29,97,33,25,35,17,29,5,3,5,9,3,
